,subject,score,display,question,dimension,question_number,qdirection,item
1953,sub007,2.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
1959,sub007,3.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
1965,sub007,3.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
1971,sub007,1.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
1977,sub007,2.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
1983,sub007,4.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
1989,sub007,3.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
1995,sub007,4.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2007,sub007,0.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
2013,sub007,2.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2019,sub007,1.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
2025,sub007,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
2031,sub007,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
2037,sub007,2.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
2043,sub007,1.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
2049,sub007,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
2055,sub007,0.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
2061,sub007,1.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
2073,sub007,1.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
2079,sub007,1.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
2089,sub008,2.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
2095,sub008,0.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
2101,sub008,3.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
2107,sub008,4.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
2113,sub008,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
2125,sub008,2.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
2131,sub008,4.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
2137,sub008,3.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2143,sub008,0.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
2155,sub008,4.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
2161,sub008,2.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
2167,sub008,4.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
2179,sub008,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
2185,sub008,2.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
2191,sub008,2.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
2203,sub008,1.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
2209,sub008,1.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
2215,sub008,2.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
2221,sub008,2.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
2227,sub008,4.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
2233,sub008,4.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
2239,sub008,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
2251,sub008,0.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
2257,sub008,2.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
2263,sub008,2.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
2269,sub008,3.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
2275,sub008,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
2281,sub008,4.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
2287,sub008,3.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
2293,sub008,4.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
2299,sub008,2.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
2305,sub008,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2311,sub008,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
2317,sub008,4.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
2323,sub008,4.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
2329,sub008,4.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
2335,sub008,0.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
2341,sub008,4.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
2347,sub008,1.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
2353,sub008,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
2359,sub008,4.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
2365,sub008,4.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
2371,sub008,4.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
2377,sub008,4.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
2387,sub009,3.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
2393,sub009,3.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
2405,sub009,1.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2411,sub009,3.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
2417,sub009,2.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
2423,sub009,1.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
2429,sub009,2.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
2435,sub009,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
2441,sub009,3.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
2447,sub009,3.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
2453,sub009,1.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
2459,sub009,3.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
2477,sub009,2.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
2483,sub009,2.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
2489,sub009,0.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
2495,sub009,3.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
2501,sub009,1.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
2507,sub009,2.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
2513,sub009,3.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
2519,sub009,2.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
2525,sub009,1.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
2531,sub009,3.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
2543,sub009,3.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
2549,sub009,2.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
2555,sub009,2.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
2561,sub009,2.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
2573,sub009,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
2579,sub009,3.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
2585,sub009,3.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
2591,sub009,3.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
2597,sub009,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
2603,sub009,3.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
2609,sub009,2.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
2615,sub009,3.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
2621,sub009,1.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
2627,sub009,1.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
2633,sub009,3.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
2639,sub009,1.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
2645,sub009,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
2651,sub009,2.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
2657,sub009,3.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
2663,sub009,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
2669,sub009,1.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
2675,sub009,3.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2685,sub010,4.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
2697,sub010,2.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
2703,sub010,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
2709,sub010,2.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
2715,sub010,2.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
2721,sub010,1.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
2727,sub010,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
2739,sub010,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
2745,sub010,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
2751,sub010,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
2757,sub010,3.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
2763,sub010,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
2769,sub010,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
2775,sub010,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
2781,sub010,2.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
2787,sub010,1.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
2793,sub010,0.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
2799,sub010,3.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
2805,sub010,1.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
2811,sub010,2.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
2817,sub010,2.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
2823,sub010,2.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
2841,sub010,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
